"I2C Slave Address
 (7-bit)","Register
 Address (HEX)",B7,B7_dev,B6,B6_dev,B5,B5_dev,B4,B4_dev,B3,B3_dev,B2,B2_dev,B1,B1_dev,B0,B0_dev
0x0b,0xC8,GPU7_EROT_SPI_ERROR_BIT7,,GPU7_EROT_SPI_ERROR_BIT6,,GPU7_EROT_SPI_ERROR_BIT5,,GPU7_EROT_SPI_ERROR_BIT4,,GPU7_EROT_SPI_ERROR_BIT3,,GPU7_EROT_SPI_ERROR_BIT2,,GPU7_EROT_SPI_ERROR_BIT1,,GPU7_EROT_SPI_ERROR_BIT0,
0x0b,0xC9,GPU8_EROT_SPI_ERROR_BIT7,,GPU8_EROT_SPI_ERROR_BIT6,,GPU8_EROT_SPI_ERROR_BIT5,,GPU8_EROT_SPI_ERROR_BIT4,,GPU8_EROT_SPI_ERROR_BIT3,,GPU8_EROT_SPI_ERROR_BIT2,,GPU8_EROT_SPI_ERROR_BIT1,,GPU8_EROT_SPI_ERROR_BIT0,
0x0b,0xCA,GPU8_M_EROT_SPI_ERROR,,GPU7_M_EROT_SPI_ERROR,,GPU6_M_EROT_SPI_ERROR,,GPU5_M_EROT_SPI_ERROR,,GPU4_M_EROT_SPI_ERROR,,GPU3_M_EROT_SPI_ERROR,,GPU2_M_EROT_SPI_ERROR,,GPU1_M_EROT_SPI_ERROR,
0x0b,0xCB,FPGA_EROT_SPI_ERROR_BIT7,,FPGA_EROT_SPI_ERROR_BIT6,,FPGA_EROT_SPI_ERROR_BIT5,,FPGA_EROT_SPI_ERROR_BIT4,,FPGA_EROT_SPI_ERROR_BIT3,,FPGA_EROT_SPI_ERROR_BIT2,,FPGA_EROT_SPI_ERROR_BIT1,,FPGA_EROT_SPI_ERROR_BIT0,
0x0b,0xCC,RSVD,,RSVD,,RSVD,,RSVD,,RSVD,,RSVD,,RSVD,,FPGA_M_EROT_SPI_ERROR,
0x0b,0xCD,HMC_EROT_SPI_ERROR_BIT7,,HMC_EROT_SPI_ERROR_BIT6,,HMC_EROT_SPI_ERROR_BIT5,,HMC_EROT_SPI_ERROR_BIT4,,HMC_EROT_SPI_ERROR_BIT3,,HMC_EROT_SPI_ERROR_BIT2,,HMC_EROT_SPI_ERROR_BIT1,,HMC_EROT_SPI_ERROR_BIT0,
0x0b,0xCE,NVSW1_EROT_SPI_ERROR_BIT7,,NVSW1_EROT_SPI_ERROR_BIT6,,NVSW1_EROT_SPI_ERROR_BIT5,,NVSW1_EROT_SPI_ERROR_BIT4,,NVSW1_EROT_SPI_ERROR_BIT3,,NVSW1_EROT_SPI_ERROR_BIT2,,NVSW1_EROT_SPI_ERROR_BIT1,,NVSW1_EROT_SPI_ERROR_BIT0,
0x0b,0xCF,NVSW2_EROT_SPI_ERROR_BIT7,,NVSW2_EROT_SPI_ERROR_BIT6,,NVSW2_EROT_SPI_ERROR_BIT5,,NVSW2_EROT_SPI_ERROR_BIT4,,NVSW2_EROT_SPI_ERROR_BIT3,,NVSW2_EROT_SPI_ERROR_BIT2,,NVSW2_EROT_SPI_ERROR_BIT1,,NVSW2_EROT_SPI_ERROR_BIT0,
0x0b,0xD0,NVSW3_EROT_SPI_ERROR_BIT7,,NVSW3_EROT_SPI_ERROR_BIT6,,NVSW3_EROT_SPI_ERROR_BIT5,,NVSW3_EROT_SPI_ERROR_BIT4,,NVSW3_EROT_SPI_ERROR_BIT3,,NVSW3_EROT_SPI_ERROR_BIT2,,NVSW3_EROT_SPI_ERROR_BIT1,,NVSW3_EROT_SPI_ERROR_BIT0,
0x0b,0xD1,NVSW4_EROT_SPI_ERROR_BIT7,,NVSW4_EROT_SPI_ERROR_BIT6,,NVSW4_EROT_SPI_ERROR_BIT5,,NVSW4_EROT_SPI_ERROR_BIT4,,NVSW4_EROT_SPI_ERROR_BIT3,,NVSW4_EROT_SPI_ERROR_BIT2,,NVSW4_EROT_SPI_ERROR_BIT1,,NVSW4_EROT_SPI_ERROR_BIT0,
0x0b,0xD2,PEXSW_EROT_SPI_ERROR_BIT7,,PEXSW_EROT_SPI_ERROR_BIT6,,PEXSW_EROT_SPI_ERROR_BIT5,,PEXSW_EROT_SPI_ERROR_BIT4,,PEXSW_EROT_SPI_ERROR_BIT3,,PEXSW_EROT_SPI_ERROR_BIT2,,PEXSW_EROT_SPI_ERROR_BIT1,,PEXSW_EROT_SPI_ERROR_BIT0,
0x0b,0xD3,RSVD,,RSVD,,HMC_M_EROT_SPI_ERROR,,PEXSW_M_EROT_SPI_ERROR,,NVSW4_M_EROT_SPI_ERROR,,NVSW3_M_EROT_SPI_ERROR,,NVSW2_M_EROT_SPI_ERROR,,NVSW1_M_EROT_SPI_ERROR,
0x0b,0xD4,GPU8_EROT_I2C_ACK_STATUS,,GPU7_EROT_I2C_ACK_STATUS,,GPU6_EROT_I2C_ACK_STATUS,,GPU5_EROT_I2C_ACK_STATUS,,GPU4_EROT_I2C_ACK_STATUS,,GPU3_EROT_I2C_ACK_STATUS,,GPU2_EROT_I2C_ACK_STATUS,,GPU1_EROT_I2C_ACK_STATUS,
0x0b,0xD5,RSVD,,RSVD,,HMC_EROT_I2C_ACK_STATUS,,PEXSW_EROT_SPI_I2C_ACK_STATUS,,NVSW4_EROT_I2C_ACK_STATUS,,NVSW3_EROT_I2C_ACK_STATUS,,NVSW2_EROT_I2C_ACK_STATUS,,NVSW1_EROT_I2C_ACK_STATUS,
0x0b,0xD6,RSVD,,I2C_MARGINING_CLK_PRESCALER_BIT6,,I2C_MARGINING_CLK_PRESCALER_BIT5,,I2C_MARGINING_CLK_PRESCALER_BIT4,,I2C_MARGINING_CLK_PRESCALER_BIT3,,I2C_MARGINING_CLK_PRESCALER_BIT2,,I2C_MARGINING_CLK_PRESCALER_BIT1,,I2C_MARGINING_CLK_PRESCALER_BIT0,
0x0b,0xD7,RSVD,,I2C_MARGINING_CLK_PRESCALER_BIT6,,I2C_MARGINING_CLK_PRESCALER_BIT5,,I2C_MARGINING_CLK_PRESCALER_BIT4,,I2C_MARGINING_CLK_PRESCALER_BIT3,,I2C_MARGINING_CLK_PRESCALER_BIT2,,I2C_MARGINING_CLK_PRESCALER_BIT1,,I2C_MARGINING_CLK_PRESCALER_BIT0,
0x0b,0xD8,RSVD,,RSVD,,RSVD,,RSVD,,I2C_MARGIN_EN_NVSW,,I2C_MARGIN_EN_GPU,,I2C_MARGIN_EN_NON_GPU,,I2C_MARGIN_EN_EROT_LSIO,
0x0b,0xD9,FPGA_RET7_4567_GPIO0,,FPGA_RET6_4567_GPIO0,,FPGA_RET5_4567_GPIO0,,FPGA_RET4_4567_GPIO0,,FPGA_RET3_0123_GPIO0,,FPGA_RET2_0123_GPIO0,,FPGA_RET1_0123_GPIO0,,FPGA_RET0_0123_GPIO0,
0x0b,0xDA,RSVD,,RSVD,,FPGA_CAR_COME_BIOS_DS1,,FPGA_CAR_COME_BIOS_DS0,,FPGA_CAR_COME_WAKE_L1,,FPGA_CAR_COME_WAKE_L0,,FPGA_CAR_COME_GPIO1,,FPGA_CAR_COME_GPIO0,
0x0b,0xDB,RSVD,,FPGA_STBY_MON_EN,,FPGA_SXM_DBG_PU,,FPGA_CLKBUF_CHK_REFCLK3_OE_L,,FPGA_HERM_3V3_STBY_EN_L,,FPGA_EROT_AP_REQ_L ,,FPGA_PEXSW_BL2_REC_UART,,FPGA_PEXSW_BL1_REC_TWI,
0x0b,0xDC,RSVD,,BMC_GPU_I2C1_PERI_ADDR_BIT6,,BMC_GPU_I2C1_PERI_ADDR_BIT5,,BMC_GPU_I2C1_PERI_ADDR_BIT4,,BMC_GPU_I2C1_PERI_ADDR_BIT3,,BMC_GPU_I2C1_PERI_ADDR_BIT2,,BMC_GPU_I2C1_PERI_ADDR_BIT1,,BMC_GPU_I2C1_PERI_ADDR_BIT0,
0x0b,0xDD,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT7,,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT6,,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT5,,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT4,,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT3,,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT2,,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT1,,BMC_GPU_I2C1_PERI_ERROR_CODE_BIT0,
0x0b,0xDE,RSVD,,HMC_GPU_I2C3_PERI_ADDR_BIT6,,HMC_GPU_I2C3_PERI_ADDR_BIT5,,HMC_GPU_I2C3_PERI_ADDR_BIT4,,HMC_GPU_I2C3_PERI_ADDR_BIT3,,HMC_GPU_I2C3_PERI_ADDR_BIT2,,HMC_GPU_I2C3_PERI_ADDR_BIT1,,HMC_GPU_I2C3_PERI_ADDR_BIT0,
0x0b,0xDF,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT7,,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT6,,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT5,,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT4,,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT3,,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT2,,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT1,,HMC_GPU_I2C3_PERI_ERROR_CODE_BIT0,
0x0b,0xE0,RSVD,,BMC_NVSW_I2C2_PERI_ADDR_BIT6,,BMC_NVSW_I2C2_PERI_ADDR_BIT5,,BMC_NVSW_I2C2_PERI_ADDR_BIT4,,BMC_NVSW_I2C2_PERI_ADDR_BIT3,,BMC_NVSW_I2C2_PERI_ADDR_BIT2,,BMC_NVSW_I2C2_PERI_ADDR_BIT1,,BMC_NVSW_I2C2_PERI_ADDR_BIT0,
0x0b,0xE1,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT7,,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT6,,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT5,,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT4,,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT3,,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT2,,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT1,,BMC_NVSW_I2C2_PERI_ERROR_CODE_BIT0,
0x0b,0xE2,RSVD,,HMC_NVSW_I2C4_PERI_ADDR_BIT6,,HMC_NVSW_I2C4_PERI_ADDR_BIT5,,HMC_NVSW_I2C4_PERI_ADDR_BIT4,,HMC_NVSW_I2C4_PERI_ADDR_BIT3,,HMC_NVSW_I2C4_PERI_ADDR_BIT2,,HMC_NVSW_I2C4_PERI_ADDR_BIT1,,HMC_NVSW_I2C4_PERI_ADDR_BIT0,
0x0b,0xE3,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT7,,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT6,,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT5,,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT4,,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT3,,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT2,,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT1,,HMC_NVSW_I2C4_PERI_ERROR_CODE_BIT0,
0x0b,0xE4,RSVD,,BMC_AER_I2C2_PERI_ADDR_BIT6,,BMC_AER_I2C2_PERI_ADDR_BIT5,,BMC_AER_I2C2_PERI_ADDR_BIT4,,BMC_AER_I2C2_PERI_ADDR_BIT3,,BMC_AER_I2C2_PERI_ADDR_BIT2,,BMC_AER_I2C2_PERI_ADDR_BIT1,,BMC_AER_I2C2_PERI_ADDR_BIT0,
0x0b,0xE5,BMC_AER_I2C2_PERI_ERROR_CODE_BIT7,,BMC_AER_I2C2_PERI_ERROR_CODE_BIT6,,BMC_AER_I2C2_PERI_ERROR_CODE_BIT5,,BMC_AER_I2C2_PERI_ERROR_CODE_BIT4,,BMC_AER_I2C2_PERI_ERROR_CODE_BIT3,,BMC_AER_I2C2_PERI_ERROR_CODE_BIT2,,BMC_AER_I2C2_PERI_ERROR_CODE_BIT1,,BMC_AER_I2C2_PERI_ERROR_CODE_BIT0,
0x0b,0xE6,RSVD,,HMC_AER_I2C4_PERI_ADDR_BIT6,,HMC_AER_I2C4_PERI_ADDR_BIT5,,HMC_AER_I2C4_PERI_ADDR_BIT4,,HMC_AER_I2C4_PERI_ADDR_BIT3,,HMC_AER_I2C4_PERI_ADDR_BIT2,,HMC_AER_I2C4_PERI_ADDR_BIT1,,HMC_AER_I2C4_PERI_ADDR_BIT0,
0x0b,0xE7,HMC_AER_I2C4_PERI_ERROR_CODE_BIT7,,HMC_AER_I2C4_PERI_ERROR_CODE_BIT6,,HMC_AER_I2C4_PERI_ERROR_CODE_BIT5,,HMC_AER_I2C4_PERI_ERROR_CODE_BIT4,,HMC_AER_I2C4_PERI_ERROR_CODE_BIT3,,HMC_AER_I2C4_PERI_ERROR_CODE_BIT2,,HMC_AER_I2C4_PERI_ERROR_CODE_BIT1,,HMC_AER_I2C4_PERI_ERROR_CODE_BIT0,
0x0b,0xE8,RSVD,,BMC_REGTBL_I2C1_PERI_ADDR_BIT6,,BMC_REGTBL_I2C1_PERI_ADDR_BIT5,,BMC_REGTBL_I2C1_PERI_ADDR_BIT4,,BMC_REGTBL_I2C1_PERI_ADDR_BIT3,,BMC_REGTBL_I2C1_PERI_ADDR_BIT2,,BMC_REGTBL_I2C1_PERI_ADDR_BIT1,,BMC_REGTBL_I2C1_PERI_ADDR_BIT0,
0x0b,0xE9,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT7,,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT6,,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT5,,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT4,,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT3,,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT2,,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT1,,BMC_REGTBL_I2C1_PERI_ERROR_CODE_BIT0,
0x0b,0xEA,RSVD,,BMC_REGTBL_I2C2_PERI_ADDR_BIT6,,BMC_REGTBL_I2C2_PERI_ADDR_BIT5,,BMC_REGTBL_I2C2_PERI_ADDR_BIT4,,BMC_REGTBL_I2C2_PERI_ADDR_BIT3,,BMC_REGTBL_I2C2_PERI_ADDR_BIT2,,BMC_REGTBL_I2C2_PERI_ADDR_BIT1,,BMC_REGTBL_I2C2_PERI_ADDR_BIT0,
0x0b,0xEB,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT7,,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT6,,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT5,,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT4,,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT3,,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT2,,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT1,,BMC_REGTBL_I2C2_PERI_ERROR_CODE_BIT0,
0x0b,0xEC,RSVD,,HMC_REGTBL_I2C3_PERI_ADDR_BIT6,,HMC_REGTBL_I2C3_PERI_ADDR_BIT5,,HMC_REGTBL_I2C3_PERI_ADDR_BIT4,,HMC_REGTBL_I2C3_PERI_ADDR_BIT3,,HMC_REGTBL_I2C3_PERI_ADDR_BIT2,,HMC_REGTBL_I2C3_PERI_ADDR_BIT1,,HMC_REGTBL_I2C3_PERI_ADDR_BIT0,
0x0b,0xED,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT7,,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT6,,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT5,,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT4,,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT3,,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT2,,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT1,,HMC_REGTBL_I2C3_PERI_ERROR_CODE_BIT0,
0x0b,0xEE,RSVD,,HMC_REGTBL_I2C4_PERI_ADDR_BIT6,,HMC_REGTBL_I2C4_PERI_ADDR_BIT5,,HMC_REGTBL_I2C4_PERI_ADDR_BIT4,,HMC_REGTBL_I2C4_PERI_ADDR_BIT3,,HMC_REGTBL_I2C4_PERI_ADDR_BIT2,,HMC_REGTBL_I2C4_PERI_ADDR_BIT1,,HMC_REGTBL_I2C4_PERI_ADDR_BIT0,
0x0b,0xEF,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT7,,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT6,,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT5,,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT4,,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT3,,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT2,,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT1,,HMC_REGTBL_I2C4_PERI_ERROR_CODE_BIT0,
0x0b,0xF0,RSVD,,BMC_LSIO_I2C1_PERI_ADDR_BIT6,,BMC_LSIO_I2C1_PERI_ADDR_BIT5,,BMC_LSIO_I2C1_PERI_ADDR_BIT4,,BMC_LSIO_I2C1_PERI_ADDR_BIT3,,BMC_LSIO_I2C1_PERI_ADDR_BIT2,,BMC_LSIO_I2C1_PERI_ADDR_BIT1,,BMC_LSIO_I2C1_PERI_ADDR_BIT0,
0x0b,0xF1,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT7,,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT6,,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT5,,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT4,,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT3,,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT2,,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT1,,BMC_LSIO_I2C1_PERI_ERROR_CODE_BIT0,
0x0b,0xF2,RSVD,,HMC_LSIO_I2C3_PERI_ADDR_BIT6,,HMC_LSIO_I2C3_PERI_ADDR_BIT5,,HMC_LSIO_I2C3_PERI_ADDR_BIT4,,HMC_LSIO_I2C3_PERI_ADDR_BIT3,,HMC_LSIO_I2C3_PERI_ADDR_BIT2,,HMC_LSIO_I2C3_PERI_ADDR_BIT1,,HMC_LSIO_I2C3_PERI_ADDR_BIT0,
0x0b,0xF3,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT7,,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT6,,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT5,,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT4,,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT3,,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT2,,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT1,,HMC_LSIO_I2C3_PERI_ERROR_CODE_BIT0,
0x0b,0xF4,RSVD,,BMC_NON_GPU_I2C2_PERI_ADDR_BIT6,,BMC_NON_GPU_I2C2_PERI_ADDR_BIT5,,BMC_NON_GPU_I2C2_PERI_ADDR_BIT4,,BMC_NON_GPU_I2C2_PERI_ADDR_BIT3,,BMC_NON_GPU_I2C2_PERI_ADDR_BIT2,,BMC_NON_GPU_I2C2_PERI_ADDR_BIT1,,BMC_NON_GPU_I2C2_PERI_ADDR_BIT0,
0x0b,0xF5,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT7,,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT6,,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT5,,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT4,,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT3,,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT2,,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT1,,BMC_NON_GPU_I2C2_PERI_ERROR_CODE_BIT0,
0x0b,0xF6,RSVD,,HMC_NON_GPU_I2C4_PERI_ADDR_BIT6,,HMC_NON_GPU_I2C4_PERI_ADDR_BIT5,,HMC_NON_GPU_I2C4_PERI_ADDR_BIT4,,HMC_NON_GPU_I2C4_PERI_ADDR_BIT3,,HMC_NON_GPU_I2C4_PERI_ADDR_BIT2,,HMC_NON_GPU_I2C4_PERI_ADDR_BIT1,,HMC_NON_GPU_I2C4_PERI_ADDR_BIT0,
0x0b,0xF7,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT7,,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT6,,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT5,,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT3,,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT3,,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT2,,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT1,,HMC_NON_GPU_I2C4_PERI_ERROR_CODE_BIT0,
0x0b,0xF8,BMC_SMBPBI_FATAL_ERROR_BIT7,,BMC_SMBPBI_FATAL_ERROR_BIT6,,BMC_SMBPBI_FATAL_ERROR_BIT5,,BMC_SMBPBI_FATAL_ERROR_BIT4,,BMC_SMBPBI_FATAL_ERROR_BIT3,,BMC_SMBPBI_FATAL_ERROR_BIT2,,BMC_SMBPBI_FATAL_ERROR_BIT1,,BMC_SMBPBI_FATAL_ERROR_BIT0,
0x0b,0xF9,HMC_SMBPBI_FATAL_ERROR_BIT7,,HMC_SMBPBI_FATAL_ERROR_BIT6,,HMC_SMBPBI_FATAL_ERROR_BIT5,,HMC_SMBPBI_FATAL_ERROR_BIT4,,HMC_SMBPBI_FATAL_ERROR_BIT3,,HMC_SMBPBI_FATAL_ERROR_BIT2,,HMC_SMBPBI_FATAL_ERROR_BIT1,,HMC_SMBPBI_FATAL_ERROR_BIT0,
0x0b,0xFA,RSVD,,RSVD,,RSVD,,RSVD,,RSVD,,RSVD,,HMC_SMBPBI_FATAL_ERROR_INT,,BMC_SMBPBI_FATAL_ERROR_INT,
0x0b,0xFB,RSVD,,RSVD,,RSVD,,RSVD,,RSVD,,RSVD,,HMC_M_SMBPBI_FATAL_ERROR_INT,,BMC_M_SMBPBI_FATAL_ERROR_INT,
